iclabel,glyph,usagecode
A:uc0---:0065c1:旁,旁,CJKTHM
A:uc0---:00508d:傍,傍,CJKTHM
A:uc0---:00642a:搪,搪,CTHm
A:uc0---:006770:杰,杰,CJKTHM
A:uc0---:005091:傑,傑,JKTHM
A:uc0---:00509c:傜,傜,t
A:uc0---:005fad:徭,徭,c
A:uc0---:005bb6:家,家,CJKTHM
A:uc0---:0050a2:傢,傢,THM
A:uc0---:008f09:載,載,JKTHM
A:uc0---:008f7d:载,载,C
A:uc0---:005110:儐,儐,kTHm
A:uc0---:0050a7:傧,傧,c
A:uc0---:005132:儲,儲,JKTHM
A:uc0---:0050a8:储,储,C
A:uc0---:00513a:儺,儺,JK
A:uc0---:0050a9:傩,傩,c
A:uc0---:0050bb:傻,傻,CTHM
A:uc0---:008c61:象,象,CJKTHM
A:uc0---:0050cf:像,像,CJKTHM
A:uc0---:0050ed:僭,僭,cJKTHm
A:uc0---:0050e3:僣,僣,J
A:uc0---:0096c7:雇,雇,CJKTH
A:uc0---:0050f1:僱,僱,THM
A:uc0---:008b66:警,警,CJKTHM
A:uc0---:005106:儆,儆,cKtm
A:uc0---:0053f0:台,台,CJKTHM
A:uc0---:0098b1:颱,颱,JKTHM
A:uc0---:0081fa:臺,臺,KThM
A:uc0---:006aaf:檯,檯,TM
A:uc0---:0067b1:枱,枱,th
A:uc0---:005121:儡,儡,CJKTHm
A:uc0---:00896f:襯,襯,JTHM
A:uc0---:00886c:衬,衬,C
A:uc0---:005152:兒,兒,JKTHM
A:uc0---:00513f:儿,儿,CT
A:uc0---:005150:児,児,J
A:uc0---:005149:光,光,CJKTHM
A:uc0---:00514b:克,克,CJKTHM
A:uc0---:00524b:剋,剋,cJKTHm
A:uc0---:00514c:兌,兌,JKTHM
A:uc0---:005151:兑,兑,C
A:uc0---:005154:兔,兔,CTHM
A:uc0---:00514e:兎,兎,JK
A:uc0---:005157:兗,兗,TH
A:uc0---:005156:兖,兖,c
A:uc0---:009ee8:黨,黨,KTHM
A:uc0---:00515a:党,党,CJ
A:uc0---:005167:內,內,KTHM
A:uc0---:005185:内,内,CJ
A:uc0---:00516b:八,八,CJKTHM
A:uc0---:00634c:捌,捌,CJKTm
A:uc0---:00516d:六,六,CJKTHM
A:uc0---:009678:陸,陸,JKTHM
A:uc0---:009646:陆,陆,C
A:uc0---:00516e:兮,兮,cKTHm
A:uc0---:00862d:蘭,蘭,JKTHM
A:uc0---:005170:兰,兰,C
A:uc0---:0095dc:關,關,KTHM
A:uc0---:005173:关,关,C
A:uc0---:0095a2:関,関,J
A:uc0---:008332:茲,茲,JTHM
A:uc0---:007386:玆,玆,KTh
A:uc0---:005179:兹,兹,C
A:uc0---:00990a:養,養,JKTHM
A:uc0---:00517b:养,养,C
A:uc0---:007378:獸,獸,KTHM
A:uc0---:00517d:兽,兽,C
A:uc0---:007363:獣,獣,J
A:uc0---:0082b8:芸,芸,cJKThM
A:uc0---:0085dd:藝,藝,JKTHM
A:uc0---:00827a:艺,艺,C
A:uc0---:008553:蕓,蕓,K
A:uc0---:005770:坰,坰,K
A:uc0---:005189:冉,冉,CTHm
A:uc0---:005143:元,元,CJKTHM
A:uc0---:005713:圓,圓,JKTHM
A:uc0---:005186:円,円,JK
A:uc0---:005706:圆,圆,C
A:uc0---:005ca1:岡,岡,JKTHM
A:uc0---:005d17:崗,崗,JKThM
A:uc0---:005c97:岗,岗,C
A:uc0---:005188:冈,冈,C
A:uc0---:00518a:冊,冊,JKTHM
A:uc0---:00518c:册,册,Ck
A:uc0---:005192:冒,冒,CJKTHM
A:uc0---:005197:冗,冗,CJKTm
A:uc0---:005beb:寫,寫,KTHM
A:uc0---:005199:写,写,CJ
A:uc0---:008ecd:軍,軍,JKTHM
A:uc0---:00519b:军,军,C
A:uc0---:008fb2:農,農,JKTHM
A:uc0---:00519c:农,农,C
A:uc0---:005b9c:宜,宜,CJKTHM
A:uc0---:0051a4:冤,冤,CJTHM
A:uc0---:005bc3:寃,寃,K
A:uc0---:005bc7:寇,寇,CJKTHm
A:uc0---:005bcc:富,富,CJKTHM
A:uc0---:0051a8:冨,冨,J
A:uc0---:0051aa:冪,冪,KTm
A:uc0---:005e42:幂,幂,C
A:uc0---:0051ac:冬,冬,CJKTHM
A:uc0---:009f15:鼕,鼕,TH
A:uc0---:0099ae:馮,馮,JKTHm
A:uc0---:0051af:冯,冯,C
A:uc0---:006eec:滬,滬,JTHM
A:uc0---:006caa:沪,沪,C
A:uc0---:006c7a:決,決,JKTHM
A:uc0---:0051b3:决,决,C
A:uc0---:006cc1:況,況,JKTHM
A:uc0---:0051b5:况,况,Ct
A:uc0---:0051cd:凍,凍,JKTHM
A:uc0---:0051bb:冻,冻,C
A:uc0---:0051bd:冽,冽,cJKTHm
A:uc0---:006d0c:洌,洌,cJKT
A:uc0---:006de8:淨,淨,KTHM
A:uc0---:0051c0:净,净,C
A:uc0---:006d44:浄,浄,J
A:uc0---:0051c8:凈,凈,t
A:uc0---:006f63:潣,潣,k
A:uc0---:005857:塗,塗,JKTHM
A:uc0---:006d82:涂,涂,Cthm
A:uc0---:0051c3:凃,凃,t
A:uc0---:0060bd:悽,悽,JKTHm
A:uc0---:006dd2:淒,淒,THm
A:uc0---:0051c4:凄,凄,CJK
A:uc0---:006db8:涸,涸,CJTHm
A:uc0---:0051c6:准,准,CJKTHM
A:uc0---:006e96:準,準,JKTHM
A:uc0---:0051d6:凖,凖,J
A:uc0---:006dbc:涼,涼,JkTHM
A:uc0---:0051c9:凉,凉,CJK
A:uc0---:006e1b:減,減,JKTHM
A:uc0---:0051cf:减,减,C
A:uc0---:006e4a:湊,湊,JKTHM
A:uc0---:0051d1:凑,凑,C
A:uc0---:0051dc:凜,凜,JKTHm
A:uc0---:0061cd:懍,懍,TH
A:uc0---:0051db:凛,凛,C
A:uc0---:0051e0:几,几,CJKTHm
A:uc0---:005e7e:幾,幾,JKTHM
A:uc0---:0051e1:凡,凡,CJKTHM
A:uc0---:009cf3:鳳,鳳,JKTHM
A:uc0---:0051e4:凤,凤,C
A:uc0---:0098a8:風,風,JKTHM
A:uc0---:0098ce:风,风,C
A:uc0---:009ce7:鳧,鳧,Kt
A:uc0---:006191:憑,憑,JKTHM
A:uc0---:0051ed:凭,凭,Cm
A:uc0---:0051f1:凱,凱,JKTHM
A:uc0---:0051ef:凯,凯,C
A:uc0---:0051f3:凳,凳,CTHm
A:uc0---:006ac8:櫈,櫈,t
A:uc0---:00584a:塊,塊,JKTHM
A:uc0---:005757:块,块,C
A:uc0---:0051f9:凹,凹,CJKTHm
A:uc0---:0051fa:出,出,CJKTHM
A:uc0---:009f63:齣,齣,JTHM
A:uc0---:0064ca:擊,擊,KTHM
A:uc0---:0051fb:击,击,C
A:uc0---:006483:撃,撃,J
A:uc0---:005e7d:幽,幽,CJKTHM
A:uc0---:0051fc:凼,凼,c
A:uc0---:0051fd:函,函,CJKTHM
A:uc0---:00947f:鑿,鑿,JKTHm
A:uc0---:0051ff:凿,凿,C
A:uc0---:005200:刀,刀,CJKTHM
A:uc0---:005203:刃,刃,CJKTHm
A:uc0---:005275:創,創,JKTHM
A:uc0---:00521b:创,创,C
A:uc0---:005208:刈,刈,cJKTH
A:uc0---:0082c5:苅,苅,J
A:uc0---:00520a:刊,刊,CJKTHM
A:uc0---:00681e:栞,栞,Jk
A:uc0---:0082bb:芻,芻,JKTH
A:uc0---:00520d:刍,刍,c
A:uc0---:005212:划,划,CTHM
A:uc0---:005283:劃,劃,KTHM
A:uc0---:00756b:畫,畫,kTHM
A:uc0---:00753b:画,画,CJ
A:uc0---:007575:畵,畵,K
A:uc0---:005712:園,園,JKTHM
A:uc0---:0056ed:园,园,C
A:uc0---:006289:抉,抉,CJKTHm
A:uc0---:005289:劉,劉,JKTHM
A:uc0---:005218:刘,刘,C
A:uc0---:005247:則,則,JKTHM
A:uc0---:005219:则,则,C
A:uc0---:00525b:剛,剛,JKTHM
A:uc0---:00521a:刚,刚,C
A:uc0---:00522a:刪,刪,JKTHM
A:uc0---:005220:删,删,C
A:uc0---:005225:別,別,JKTHM
A:uc0---:005f46:彆,彆,THm
A:uc0---:00522b:别,别,C
A:uc0---:0052ab:劫,劫,CJKTHM
A:uc0---:005228:刨,刨,CTHm
A:uc0---:00924b:鉋,鉋,JTH
A:uc0---:009464:鑤,鑤,T
A:uc0---:005229:利,利,CJKTHM
A:uc0---:005277:剷,剷,THm
A:uc0---:0093df:鏟,鏟,THm
A:uc0---:0094f2:铲,铲,C
A:uc0---:005244:剄,剄,J
A:uc0---:00522e:刮,刮,CJKTHM
A:uc0---:0098b3:颳,颳,THm
A:uc0---:005241:剁,剁,CTH
A:uc0---:005236:制,制,CJKTHM
A:uc0---:0088fd:製,製,JKTHM
A:uc0---:00524e:剎,剎,THM
A:uc0---:005239:刹,刹,CJK
A:uc0---:00528a:劊,劊,Tm
A:uc0---:00523d:刽,刽,C
A:uc0---:00523f:刿,刿,c
A:uc0---:005274:剴,剴,TH
A:uc0---:005291:劑,劑,KTHM
A:uc0---:005242:剂,剂,C
A:uc0---:005264:剤,剤,J
A:uc0---:005243:剃,剃,CJKTHm
A:uc0---:0092bc:銼,銼,THm
A:uc0---:005249:剉,剉,t
A:uc0---:009509:锉,锉,c
A:uc0---:00524c:剌,剌,cJKTHm
A:uc0---:009b23:鬣,鬣,cT
A:uc0---:005250:剐,剐,C
A:uc0---:00528d:劍,劍,KTHM
A:uc0---:005251:剑,剑,C
A:uc0---:005263:剣,剣,J
A:uc0---:005292:劒,劒,K
A:uc0---:005271:剱,剱,J
A:uc0---:00525d:剝,剝,KTHM
A:uc0---:005265:剥,剥,CJ
A:uc0---:0095b9:閹,閹,thm
A:uc0---:009609:阉,阉,C
A:uc0---:005287:劇,劇,JKTHM
A:uc0---:005267:剧,剧,C
A:uc0---:005269:剩,剩,CKTHM
A:uc0---:008cf8:賸,賸,T
A:uc0---:005270:剰,剰,J
A:uc0---:00526a:剪,剪,CJKTHM
A:uc0---:007fe6:翦,翦,ct
A:uc0---:00672d:札,札,CJKTHm
A:uc0---:007b9a:箚,箚,K
A:uc0---:005284:劄,劄,t
A:uc0---:00527f:剿,剿,CKTHm
A:uc0---:0052e6:勦,勦,T
A:uc0---:00942e:鐮,鐮,THm
A:uc0---:00938c:鎌,鎌,JKt
A:uc0---:009570:镰,镰,C
A:uc0---:005288:劈,劈,CJKTHm
A:uc0---:0052f8:勸,勸,KTHM
A:uc0---:00529d:劝,劝,C
A:uc0---:0052e7:勧,勧,J
A:uc0---:008fa6:辦,辦,KTHM
A:uc0---:00529e:办,办,C
A:uc0---:0052d9:務,務,JKTHM
A:uc0---:0052a1:务,务,C
A:uc0---:0052f5:勵,勵,KTHM
A:uc0---:0052b1:励,励,CJ
A:uc0---:0052a2:劢,劢,c
A:uc0---:0052de:勞,勞,KTHM
A:uc0---:0052b3:劳,劳,C
A:uc0---:0052b4:労,労,J
A:uc0---:005238:券,券,CJKTHM
A:uc0---:0052e2:勢,勢,JKTHM
A:uc0---:0052bf:势,势,C
A:uc0---:0052c3:勃,勃,CJKTHM
A:uc0---:00654f:敏,敏,CJKTHM
A:uc0---:0052f3:勳,勳,JKThM
A:uc0---:0052db:勛,勛,JKTH
A:uc0---:0052cb:勋,勋,C
A:uc0---:0052f2:勲,勲,J
A:uc0---:0052d7:勗,勗,TH
A:uc0---:0052d6:勖,勖,cK
A:uc0---:0052dd:勝,勝,JKTHM
A:uc0---:0080dc:胜,胜,Ct
A:uc0---:007e3e:績,績,JKTHM
A:uc0---:0052e3:勣,勣,KT
A:uc0---:007ee9:绩,绩,C
A:uc0---:0052e4:勤,勤,CJKTHM
A:uc0---:0061c3:懃,懃,JKt
A:uc0---:008105:脅,脅,JKTHM
A:uc0---:008107:脇,脇,JK
A:uc0---:0080c1:胁,胁,C
A:uc0---:005305:包,包,CJKTHM
A:uc0---:009784:鞄,鞄,J
A:uc0---:0052fb:勻,勻,KTHM
A:uc0---:005300:匀,匀,C
A:uc0---:0053e5:句,句,CJKTHM
A:uc0---:0052fe:勾,勾,CJKTHM
A:uc0---:005306:匆,匆,CJTHM
A:uc0---:0060a4:悤,悤,K
A:uc0---:006031:怱,怱,t
A:uc0---:0080f8:胸,胸,CJKTHM
A:uc0---:005308:匈,匈,CJKTHm
A:uc0---:0063ac:掬,掬,cJTHm
A:uc0---:009676:陶,陶,CJKTHM
A:uc0---:00530b:匋,匋,t
A:uc0---:00530f:匏,匏,cKTH
A:uc0---:008166:腦,腦,KTHM
A:uc0---:008111:脑,脑,C
A:uc0---:008133:脳,脳,J
A:uc0---:005319:匙,匙,CJKTHM
A:uc0---:00531d:匝,匝,CJTHm
A:uc0---:005e00:帀,帀,cjkthm
A:uc0---:00532d:匭,匭,t
A:uc0---:00532f:匯,匯,JKTHM
A:uc0---:005f59:彙,彙,JKTHm
A:uc0---:006c47:汇,汇,C
A:uc0---:006ed9:滙,滙,h
A:uc0---:00994b:饋,饋,KthM
A:uc0---:00993d:餽,餽,TH
A:uc0---:009988:馈,馈,C
A:uc0---:005969:奩,奩,THm
A:uc0---:005941:奁,奁,c
A:uc0---:006add:櫝,櫝,TH
A:uc0---:00691f:椟,椟,c
A:uc0---:005339:匹,匹,CJKTHM
A:uc0---:00758b:疋,疋,JKTHm
A:uc0---:005340:區,區,KTHM
A:uc0---:00533a:区,区,CJ
A:uc0---:0091ab:醫,醫,JKTHM
A:uc0---:00533b:医,医,CJ
A:uc0---:0062fe:拾,拾,CJKTHM
A:uc0---:005341:十,十,CJKTHM
A:uc0---:005347:升,升,CJKTHM
A:uc0---:006607:昇,昇,cJKTH
A:uc0---:00965e:陞,陞,JKTh
A:uc0---:005349:卉,卉,CJKTHM
A:uc0---:0083ef:華,華,JKTHM
A:uc0---:00534e:华,华,C
A:uc0---:005d0b:崋,崋,J
A:uc0---:0055ae:單,單,KTHM
A:uc0---:005355:单,单,C
A:uc0---:005358:単,単,J
A:uc0---:008ce3:賣,賣,KTHM
A:uc0---:005356:卖,卖,C
A:uc0---:0058f2:売,売,J
A:uc0---:00535a:博,博,CJKTHM
A:uc0---:0076e7:盧,盧,JKTHM
A:uc0---:005362:卢,卢,C
A:uc0---:009e75:鹵,鹵,KTHm
A:uc0---:006ef7:滷,滷,Tm
A:uc0---:005364:卤,卤,C
A:uc0---:0081e5:臥,臥,JKThM
A:uc0---:005367:卧,卧,C
A:uc0---:00885b:衛,衛,JKThM
A:uc0---:00885e:衞,衞,Jhm
A:uc0---:00536b:卫,卫,C
A:uc0---:00536e:卮,卮,cTH
A:uc0---:00536f:卯,卯,CJKTHm
A:uc0---:005373:即,即,CJTHM
A:uc0---:00537d:卽,卽,K
A:uc0---:00537b:卻,卻,cTHM
A:uc0---:005374:却,却,CJK
A:uc0---:005377:卷,卷,CKTHM
A:uc0---:006372:捲,捲,JKTHM
A:uc0---:005dfb:巻,巻,J
A:uc0---:005378:卸,卸,CJTHM
A:uc0---:006064:恤,恤,CKTHM
A:uc0---:005379:卹,卹,THm
A:uc0---:005ee0:廠,廠,JKTHM
A:uc0---:005382:厂,厂,C
A:uc0---:005443:呃,呃,cTHm
A:uc0---:005ef3:廳,廳,KTHM
A:uc0---:005385:厅,厅,C
A:uc0---:005e81:庁,庁,J
A:uc0---:0066c6:曆,曆,KTHM
A:uc0---:006b77:歷,歷,KTHM
A:uc0---:005386:历,历,C
A:uc0---:0066a6:暦,暦,J
A:uc0---:006b74:歴,歴,J
A:uc0---:0058d3:壓,壓,KTHM
A:uc0---:00538b:压,压,C
A:uc0---:005727:圧,圧,J
A:uc0---:0053ad:厭,厭,JKTHM
A:uc0---:00538c:厌,厌,C
A:uc0---:005399:厙,厙,m
A:uc0---:007825:砥,砥,cJKTHm
A:uc0---:00538e:厎,厎,t
A:uc0---:009f90:龐,龐,KTHM
A:uc0---:005e9e:庞,庞,C
A:uc0---:005396:厖,厖,J
A:uc0---:005d16:崖,崖,CJKTHM
A:uc0---:005393:厓,厓,K
A:uc0---:005ec1:廁,廁,THM
A:uc0---:005395:厕,厕,C
A:uc0---:0053a0:厠,厠,K
A:uc0---:005398:厘,厘,CJKthM
A:uc0---:0091d0:釐,釐,KTHM
A:uc0---:005ec2:廂,廂,KTHM
A:uc0---:0053a2:厢,厢,C
A:uc0---:0053b4:厴,厴,t
A:uc0---:005ec8:廈,廈,JKTHM
A:uc0---:0053a6:厦,厦,CJK
A:uc0---:005ec4:廄,廄,TM
A:uc0---:0053a9:厩,厩,CJ
A:uc0---:005ed0:廐,廐,JK
A:uc0---:005ecf:廏,廏,J
A:uc0---:006e90:源,源,CJKTHM
A:uc0---:006c85:沅,沅,cKTHm
A:uc0---:0067d0:某,某,CJKTHM
A:uc0---:0079c1:私,私,CJKTHM
A:uc0---:0080b1:肱,肱,cJKTHm
A:uc0---:007e23:縣,縣,JKTHM
A:uc0---:0053bf:县,县,C
A:uc0---:00770c:県,県,J
A:uc0---:0053c3:參,參,KTHM
A:uc0---:008518:蔘,蔘,JKt
A:uc0---:0053c2:参,参,CJ
A:uc0---:009749:靉,靉,Jt
A:uc0---:0053c6:叆,叆,c
A:uc0---:009746:靆,靆,J
A:uc0---:0096d9:雙,雙,JKTHM
A:uc0---:0053cc:双,双,CJ
A:uc0---:00767c:發,發,JKTHM
A:uc0---:009aee:髮,髮,KTHM
A:uc0---:0053d1:发,发,C
A:uc0---:00767a:発,発,J
A:uc0---:009aea:髪,髪,J
A:uc0---:0053d4:叔,叔,CJKTHM
A:uc0---:008b8a:變,變,KTHM
A:uc0---:0053d8:变,变,C
A:uc0---:005909:変,変,J
A:uc0---:006558:敘,敘,ThM
A:uc0---:0053d9:叙,叙,CJ
A:uc0---:00654d:敍,敍,Km
A:uc0---:00544a:告,告,CJKTHM
A:uc0---:008fed:迭,迭,CJKTHm
A:uc0---:00758a:疊,疊,KTHM
A:uc0---:0053e0:叠,叠,C
A:uc0---:007573:畳,畳,J
A:uc0---:00777f:睿,睿,cJKTHm
A:uc0---:0053e1:叡,叡,JKt
A:uc0---:0053e8:叨,叨,cTHm
A:uc0---:009955:饕,饕,cT
A:uc0---:0053ea:只,只,CJKTHM
A:uc0---:007947:祇,祇,cJKTHM
A:uc0---:0096bb:隻,隻,JKTHM
A:uc0---:008879:衹,衹,T
A:uc0---:0053eb:叫,叫,CJKTHM
A:uc0---:0053f5:叵,叵,cTH
A:uc0---:00865f:號,號,KTHM
A:uc0---:0053f7:号,号,CJ
A:uc0---:006b4e:歎,歎,JKTHm
A:uc0---:005606:嘆,嘆,JKTM
A:uc0---:0053f9:叹,叹,C
A:uc0---:005630:嘰,嘰,THm
A:uc0---:0053fd:叽,叽,c
A:uc0---:005401:吁,吁,CTHm
A:uc0---:007c72:籲,籲,THM
A:uc0---:005403:吃,吃,CJKTHM
A:uc0---:0055ab:喫,喫,JKTm
A:uc0---:00540a:吊,吊,CJKTh
A:uc0---:005f14:弔,弔,JKTHm
A:uc0---:005bf8:寸,寸,CJKTHM
A:uc0---:00540b:吋,吋,THM
A:uc0---:00540e:后,后,CJKTHM
A:uc0---:005f8c:後,後,JKTHM
A:uc0---:005411:向,向,CJKTHM
A:uc0---:0056ae:嚮,嚮,KTHm
A:uc0---:0054a4:咤,咤,cJKth
A:uc0---:005412:吒,吒,cTHm
A:uc0---:005687:嚇,嚇,JTHM
A:uc0---:00552c:唬,唬,CTHm
A:uc0---:005413:吓,吓,Ch
A:uc0---:007307:猇,猇,c
A:uc0---:005442:呂,呂,JKTHm
A:uc0---:005415:吕,吕,C
A:uc0---:0055ce:嗎,嗎,THM
A:uc0---:005417:吗,吗,C
A:uc0---:0054bf:咿,咿,cT
A:uc0---:00541d:吝,吝,CJKTHm
A:uc0---:00608b:悋,悋,J
A:uc0---:00541e:吞,吞,CTHM
A:uc0---:005451:呑,呑,JK
A:uc0---:00541f:吟,吟,CJKTHM
A:uc0---:005678:噸,噸,THM
A:uc0---:005428:吨,吨,C
A:uc0---:00542b:含,含,CJKTHM
A:uc0---:00807d:聽,聽,KTHM
A:uc0---:00542c:听,听,CT
A:uc0---:008074:聴,聴,J
A:uc0---:00555f:啟,啟,THM
A:uc0---:005553:啓,啓,JK
A:uc0---:00542f:启,启,C
A:uc0---:0054c2:哂,哂,cTHm
A:uc0---:005433:吳,吳,KTHm
A:uc0---:005434:吴,吴,C
A:uc0---:005449:呉,呉,J
A:uc0---:008a25:訥,訥,JKTHm
A:uc0---:005436:吶,吶,JTHm
A:uc0---:005450:呐,呐,C
A:uc0---:008bb7:讷,讷,c
A:uc0---:005438:吸,吸,CJKTHM
A:uc0---:00564f:噏,噏,h
A:uc0---:005439:吹,吹,CJKTHM
A:uc0---:00543b:吻,吻,CJKTHM
A:uc0---:008117:脗,脗,h
A:uc0---:005446:呆,呆,CJTHM
A:uc0---:007343:獃,獃,t
A:uc0---:005638:嘸,嘸,t
A:uc0---:0056c8:囈,囈,TH
A:uc0---:005453:呓,呓,c
A:uc0---:005614:嘔,嘔,JKTHM
A:uc0---:005455:呕,呕,C
A:uc0---:0056a6:嚦,嚦,tm
A:uc0---:005504:唄,唄,JKt
A:uc0---:005457:呗,呗,c
A:uc0---:0054e1:員,員,JKTHM
A:uc0---:005458:员,员,C
A:uc0---:0055c6:嗆,嗆,THm
A:uc0---:00545b:呛,呛,C
A:uc0---:0055da:嗚,嗚,JKTHm
A:uc0---:00545c:呜,呜,C
A:uc0---:005674:噴,噴,JKTHM
A:uc0---:0055b7:喷,喷,C
A:uc0---:005468:周,周,CJKTHM
A:uc0---:009031:週,週,JKTH
A:uc0---:005492:咒,咒,CTHm
A:uc0---:00546a:呪,呪,JK
A:uc0---:005471:呱,呱,cKTHm
A:uc0---:008a6c:詬,詬,THm
A:uc0---:008bdf:诟,诟,c
A:uc0---:005475:呵,呵,CJKTHM
A:uc0---:008a36:訶,訶,JKTm
A:uc0---:0055ec:嗬,嗬,cth
A:uc0---:008bc3:诃,诃,c
A:uc0---:00547c:呼,呼,CJKTHM
A:uc0---:005634:嘴,嘴,CJKTHM
A:uc0---:005480:咀,咀,CJKTHM
A:uc0---:0089dc:觜,觜,J
A:uc0---:005482:咂,咂,ct
A:uc0---:00548c:和,和,CJKTHM
A:uc0---:009fa2:龢,龢,h
A:uc0---:008a60:詠,詠,JKTHM
A:uc0---:00548f:咏,咏,CJkt
A:uc0---:0056a8:嚨,嚨,THm
A:uc0---:005499:咙,咙,C
A:uc0---:005680:嚀,嚀,THm
A:uc0---:00549b:咛,咛,c
A:uc0---:00549d:咝,咝,c
A:uc0---:00565d:噝,噝,h
A:uc0---:00563b:嘻,嘻,CTHm
A:uc0---:008b46:譆,譆,T
A:uc0---:008aee:諮,諮,JKTHM
A:uc0---:0054a8:咨,咨,CKTHm
A:uc0---:0054a9:咩,咩,cTHm
A:uc0---:007f8b:羋,羋,T
A:uc0---:008288:芈,芈,T
A:ucxb--:02634b:𦍋,𦍋,T
A:uc0---:0054ac:咬,咬,CJKTHM
A:uc0---:0054af:咯,咯,CKTHm
A:uc0---:008a7b:詻,詻,T
A:uc0---:007b11:笑,笑,CJKTHM
A:uc0---:0054b2:咲,咲,J
A:uc0---:0054b3:咳,咳,CJKTHm
A:uc0---:005555:啕,啕,cTHm
A:uc0---:0054b8:咸,咸,CJKTHM
A:uc0---:009e79:鹹,鹹,KTHM
A:uc0---:0054bd:咽,咽,CJKTHM
A:uc0---:0056a5:嚥,嚥,JKTHm
A:uc0---:0054c4:哄,哄,CJKTHM
A:uc0---:009b28:鬨,鬨,JTHm
A:uc0---:0097ff:響,響,JKTHM
A:uc0---:0054cd:响,响,Cthm
A:uc0---:00555e:啞,啞,KTHM
A:uc0---:0054d1:哑,哑,C
A:uc0---:005516:唖,唖,J
A:uc0---:005660:噠,噠,t
A:uc0---:0054d2:哒,哒,c
A:uc0---:0055f6:嗶,嗶,Tm
A:uc0---:0054d4:哔,哔,c
A:uc0---:005629:嘩,嘩,JTHM
A:uc0---:008b41:譁,譁,KTH
A:uc0---:0054d7:哗,哗,C
A:uc0---:005665:噥,噥,THm
A:uc0---:0054dd:哝,哝,c
A:uc0---:0055b2:喲,喲,THm
A:uc0---:0054df:哟,哟,C
A:uc0---:0054e6:哦,哦,CTHm
A:uc0---:0054f2:哲,哲,CJKTHM
A:uc0---:005586:喆,喆,cK
A:uc0---:0055a8:喨,喨,Jt
A:uc0---:0082db:苛,苛,CJKTHm
A:uc0---:0054fc:哼,哼,CTHm
A:uc0---:005501:唁,唁,CTHm
A:uc0---:005507:唇,唇,CJKTM
A:uc0---:008123:脣,脣,JKTH
A:uc0---:005509:唉,唉,CTHm
A:uc0---:006b38:欸,欸,t
A:uc0---:007864:硤,硤,h
A:uc0---:005513:唓,唓,h
A:uc0---:00561c:嘜,嘜,thm
A:uc0---:00562e:嘮,嘮,THm
A:uc0---:005520:唠,唠,c
A:uc0---:0055e9:嗩,嗩,tm
A:uc0---:005522:唢,唢,c
A:uc0---:00559a:喚,喚,JKTHM
A:uc0---:005524:唤,唤,C
A:uc0---:005527:唧,唧,cTH
A:uc0---:005537:唷,唷,cTHm
A:uc0---:00553e:唾,唾,CJKTHm
A:uc0---:005543:啃,啃,CTHm
A:uc0---:009f66:齦,齦,THm
A:uc0---:009f88:龈,龈,c
A:uc0---:005fe4:忤,忤,ct
A:uc0---:00554f:問,問,JKTHM
A:uc0---:0095ee:问,问,C
A:uc0---:00555c:啜,啜,cJTHm
A:uc0---:005616:嘖,嘖,THm
A:uc0---:005567:啧,啧,c
A:uc0---:0055c7:嗇,嗇,JKTHm
A:uc0---:00556c:啬,啬,c
A:uc0---:0056c0:囀,囀,JTHm
A:uc0---:00556d:啭,啭,c
A:uc0---:009f67:齧,齧,KT
A:uc0---:00556e:啮,啮,C
A:uc0---:00565b:噛,噛,J
A:uc0---:005699:嚙,嚙,t
A:uc0---:0056d3:囓,囓,t
A:uc0---:005613:嘓,嘓,t
A:uc0---:00562f:嘯,嘯,JKTHm
A:uc0---:005578:啸,啸,C
A:uc0---:00557c:啼,啼,CJKTHm
A:uc0---:008ac9:諉,諉,THm
A:uc0---:008bff:诿,诿,c
A:uc0---:005b32:嬲,嬲,cJhm
A:uc0---:005584:善,善,CJKTHM
A:uc0---:0090c1:郁,郁,CJKTHM
A:uc0---:009b31:鬱,鬱,JKTHM
A:uc0---:006b1d:欝,欝,J
A:uc0---:00559c:喜,喜,CJKTHM
A:uc0---:006199:憙,憙,K
A:uc0---:006198:憘,憘,K
A:uc0---:0055a7:喧,喧,CJKTHm
A:uc0---:0055bb:喻,喻,CTHM
A:uc0---:0055a9:喩,喩,JK
A:uc0---:0071df:營,營,KTHM
A:uc0---:008425:营,营,C
A:uc0---:0055b6:営,営,J
A:uc0---:00560d:嘍,嘍,THm
A:uc0---:0055bd:喽,喽,c
A:uc0---:00566a:噪,噪,CJTHM
A:uc0---:008b5f:譟,譟,T
A:uc0---:0055c5:嗅,嗅,CJKTHm
A:uc0---:0055c9:嗉,嗉,cT
A:uc0---:00568e:嚎,嚎,CTHm
A:uc0---:0055e5:嗥,嗥,cTHm
A:uc0---:0056c1:囁,囁,JTH
A:uc0---:0055eb:嗫,嗫,c
A:uc0---:00566f:噯,噯,TH
A:uc0---:0055f3:嗳,嗳,c
A:uc0---:0055fd:嗽,嗽,CKTHm
A:uc0---:00560e:嘎,嘎,CTm
A:uc0---:005617:嘗,嘗,JKTHM
A:uc0---:005690:嚐,嚐,TM
A:uc0---:005c1d:尝,尝,C
A:uc0---:005653:噓,噓,KTHm
A:uc0---:005618:嘘,嘘,CJ
A:uc0---:0056b6:嚶,嚶,THm
A:uc0---:005624:嘤,嘤,c
A:uc0---:0056d1:囑,囑,KTHM
A:uc0---:005631:嘱,嘱,CJ
