ID,UNICODE DESCRIPTION,Entity,mode,type,latex,category,op dict
U0010F,LATIN SMALL LETTER D WITH CARON,dcaron,mixed,other,\v{d},Ll,
U00110,LATIN CAPITAL LETTER D WITH STROKE,Dstrok,text,alphabetic,\DJ,Lu,
U00111,LATIN SMALL LETTER D WITH STROKE,dstrok,text,alphabetic,\dj,Ll,
U00112,LATIN CAPITAL LETTER E WITH MACRON,Emacr,mixed,other,\={E},Lu,
U00113,LATIN SMALL LETTER E WITH MACRON,emacr,mixed,other,\={e},Ll,
U00114,LATIN CAPITAL LETTER E WITH BREVE, ,mixed,other,\u{E},Lu,
U00115,LATIN SMALL LETTER E WITH BREVE, ,mixed,other,\u{e},Ll,
U00116,LATIN CAPITAL LETTER E WITH DOT ABOVE,Edot,mixed,other,\.{E},Lu,
U00117,LATIN SMALL LETTER E WITH DOT ABOVE,edot,mixed,other,\.{e},Ll,
U00118,LATIN CAPITAL LETTER E WITH OGONEK,Eogon,mixed,other,\k{E},Lu,
U00119,LATIN SMALL LETTER E WITH OGONEK,eogon,text,other,\k{e},Ll,
U0011A,LATIN CAPITAL LETTER E WITH CARON,Ecaron,mixed,other,\v{E},Lu,
U0011B,LATIN SMALL LETTER E WITH CARON,ecaron,mixed,other,\v{e},Ll,
U0011C,LATIN CAPITAL LETTER G WITH CIRCUMFLEX,Gcirc,mixed,other,\^{G},Lu,
U0011D,LATIN SMALL LETTER G WITH CIRCUMFLEX,gcirc,mixed,other,\^{g},Ll,
U0011E,LATIN CAPITAL LETTER G WITH BREVE,Gbreve,mixed,other,\u{G},Lu,
U0011F,LATIN SMALL LETTER G WITH BREVE,gbreve,mixed,other,\u{g},Ll,
U00120,LATIN CAPITAL LETTER G WITH DOT ABOVE,Gdot,mixed,other,\.{G},Lu,
U00121,LATIN SMALL LETTER G WITH DOT ABOVE,gdot,mixed,other,\.{g},Ll,
U00122,LATIN CAPITAL LETTER G WITH CEDILLA,Gcedil,mixed,other,\c{G},Lu,
U00123,LATIN SMALL LETTER G WITH CEDILLA,gcedil,mixed,other,\c{g},Ll,
U00124,LATIN CAPITAL LETTER H WITH CIRCUMFLEX,Hcirc,mixed,other,\^{H},Lu,
U00125,LATIN SMALL LETTER H WITH CIRCUMFLEX,hcirc,mixed,other,\^{h},Ll,
U00126,LATIN CAPITAL LETTER H WITH STROKE,Hstrok,text,other,{\fontencoding{LELA}\selectfont\char40},Lu,
U00127,LATIN SMALL LETTER H WITH STROKE,hstrok,math,alphabetic,\Elzxh,Ll,
U00128,LATIN CAPITAL LETTER I WITH TILDE,Itilde,mixed,other,\~{I},Lu,
U00129,LATIN SMALL LETTER I WITH TILDE,itilde,mixed,other,\~{\i},Ll,
U0012A,LATIN CAPITAL LETTER I WITH MACRON,Imacr,mixed,other,\={I},Lu,
U0012B,LATIN SMALL LETTER I WITH MACRON,imacr,mixed,other,\={\i},Ll,
U0012C,LATIN CAPITAL LETTER I WITH BREVE, ,mixed,other,\u{I},Lu,
U0012D,LATIN SMALL LETTER I WITH BREVE, ,mixed,other,\u{\i},Ll,
U0012E,LATIN CAPITAL LETTER I WITH OGONEK,Iogon,text,other,\k{I},Lu,
U0012F,LATIN SMALL LETTER I WITH OGONEK,iogon,text,other,\k{i},Ll,
U00130,LATIN CAPITAL LETTER I WITH DOT ABOVE,Idot,mixed,other,\.{I},Lu,
U00131,LATIN SMALL LETTER DOTLESS I,imath inodot,mixed,alphabetic,\i,Ll,
U00132,LATIN CAPITAL LIGATURE IJ,IJlig,text,other,IJ,Lu,
U00133,LATIN SMALL LIGATURE IJ,ijlig,text,other,ij,Ll,
U00134,LATIN CAPITAL LETTER J WITH CIRCUMFLEX,Jcirc,mixed,other,\^{J},Lu,
U00135,LATIN SMALL LETTER J WITH CIRCUMFLEX,jcirc,mixed,other,\^{\j},Ll,
U00136,LATIN CAPITAL LETTER K WITH CEDILLA,Kcedil,mixed,other,\c{K},Lu,
U00137,LATIN SMALL LETTER K WITH CEDILLA,kcedil,mixed,other,\c{k},Ll,
U00138,LATIN SMALL LETTER KRA,kgreen,text,other,{\fontencoding{LELA}\selectfont\char91},Ll,
U00139,LATIN CAPITAL LETTER L WITH ACUTE,Lacute,mixed,other,\'{L},Lu,
U0013A,LATIN SMALL LETTER L WITH ACUTE,lacute,mixed,other,\'{l},Ll,
U0013B,LATIN CAPITAL LETTER L WITH CEDILLA,Lcedil,mixed,other,\c{L},Lu,
U0013C,LATIN SMALL LETTER L WITH CEDILLA,lcedil,mixed,other,\c{l},Ll,
U0013D,LATIN CAPITAL LETTER L WITH CARON,Lcaron,mixed,other,\v{L},Lu,
U0013E,LATIN SMALL LETTER L WITH CARON,lcaron,mixed,other,\v{l},Ll,
U0013F,LATIN CAPITAL LETTER L WITH MIDDLE DOT,Lmidot,text,other,{\fontencoding{LELA}\selectfont\char201},Lu,
U00140,LATIN SMALL LETTER L WITH MIDDLE DOT,lmidot,text,other,{\fontencoding{LELA}\selectfont\char202},Ll,
U00141,LATIN CAPITAL LETTER L WITH STROKE,Lstrok,text,alphabetic,\L,Lu,
U00142,LATIN SMALL LETTER L WITH STROKE,lstrok,text,alphabetic,\l,Ll,
U00143,LATIN CAPITAL LETTER N WITH ACUTE,Nacute,mixed,other,\'{N},Lu,
U00144,LATIN SMALL LETTER N WITH ACUTE,nacute,mixed,other,\'{n},Ll,
U00145,LATIN CAPITAL LETTER N WITH CEDILLA,Ncedil,mixed,other,\c{N},Lu,
U00146,LATIN SMALL LETTER N WITH CEDILLA,ncedil,mixed,other,\c{n},Ll,
U00147,LATIN CAPITAL LETTER N WITH CARON,Ncaron,mixed,other,\v{N},Lu,
U00148,LATIN SMALL LETTER N WITH CARON,ncaron,mixed,other,\v{n},Ll,
U00149,LATIN SMALL LETTER N PRECEDED BY APOSTROPHE,napos,text,other,'n,Ll,
U0014A,LATIN CAPITAL LETTER ENG,ENG,text,other,\NG,Lu,
U0014B,LATIN SMALL LETTER ENG,eng,text,alphabetic,\ng,Ll,
U0014C,LATIN CAPITAL LETTER O WITH MACRON,Omacr,mixed,other,\={O},Lu,
U0014D,LATIN SMALL LETTER O WITH MACRON,omacr,mixed,other,\={o},Ll,
U0014E,LATIN CAPITAL LETTER O WITH BREVE, ,mixed,other,\u{O},Lu,
U0014F,LATIN SMALL LETTER O WITH BREVE, ,mixed,other,\u{o},Ll,
U00150,LATIN CAPITAL LETTER O WITH DOUBLE ACUTE,Odblac,mixed,other,\H{O},Lu,
U00151,LATIN SMALL LETTER O WITH DOUBLE ACUTE,odblac,mixed,other,\H{o},Ll,
U00152,LATIN CAPITAL LIGATURE OE,OElig,text,alphabetic,\OE,Lu,
U00153,LATIN SMALL LIGATURE OE,oelig,text,alphabetic,\oe,Ll,
U00154,LATIN CAPITAL LETTER R WITH ACUTE,Racute,mixed,other,\'{R},Lu,
U00155,LATIN SMALL LETTER R WITH ACUTE,racute,mixed,other,\'{r},Ll,
U00156,LATIN CAPITAL LETTER R WITH CEDILLA,Rcedil,mixed,other,\c{R},Lu,
U00157,LATIN SMALL LETTER R WITH CEDILLA,rcedil,mixed,other,\c{r},Ll,
U00158,LATIN CAPITAL LETTER R WITH CARON,Rcaron,mixed,other,\v{R},Lu,
U00159,LATIN SMALL LETTER R WITH CARON,rcaron,mixed,other,\v{r},Ll,
U0015A,LATIN CAPITAL LETTER S WITH ACUTE,Sacute,mixed,other,\'{S},Lu,
U0015B,LATIN SMALL LETTER S WITH ACUTE,sacute,mixed,other,\'{s},Ll,
U0015C,LATIN CAPITAL LETTER S WITH CIRCUMFLEX,Scirc,mixed,other,\^{S},Lu,
U0015D,LATIN SMALL LETTER S WITH CIRCUMFLEX,scirc,mixed,other,\^{s},Ll,
U0015E,LATIN CAPITAL LETTER S WITH CEDILLA,Scedil,mixed,other,\c{S},Lu,
U0015F,LATIN SMALL LETTER S WITH CEDILLA,scedil,mixed,other,\c{s},Ll,
U00160,LATIN CAPITAL LETTER S WITH CARON,Scaron,mixed,other,\v{S},Lu,
U00161,LATIN SMALL LETTER S WITH CARON,scaron,mixed,alphabetic,\v{s},Ll,
U00162,LATIN CAPITAL LETTER T WITH CEDILLA,Tcedil,mixed,other,\c{T},Lu,
U00163,LATIN SMALL LETTER T WITH CEDILLA,tcedil,mixed,other,\c{t},Ll,
U00164,LATIN CAPITAL LETTER T WITH CARON,Tcaron,mixed,other,\v{T},Lu,
U00165,LATIN SMALL LETTER T WITH CARON,tcaron,mixed,other,\v{t},Ll,
U00166,LATIN CAPITAL LETTER T WITH STROKE,Tstrok,text,other,{\fontencoding{LELA}\selectfont\char47},Lu,
U00167,LATIN SMALL LETTER T WITH STROKE,tstrok,text,other,{\fontencoding{LELA}\selectfont\char63},Ll,
U00168,LATIN CAPITAL LETTER U WITH TILDE,Utilde,mixed,other,\~{U},Lu,
U00169,LATIN SMALL LETTER U WITH TILDE,utilde,mixed,other,\~{u},Ll,
U0016A,LATIN CAPITAL LETTER U WITH MACRON,Umacr,mixed,other,\={U},Lu,
U0016B,LATIN SMALL LETTER U WITH MACRON,umacr,mixed,other,\={u},Ll,
U0016C,LATIN CAPITAL LETTER U WITH BREVE,Ubreve,mixed,other,\u{U},Lu,
U0016D,LATIN SMALL LETTER U WITH BREVE,ubreve,mixed,other,\u{u},Ll,
U0016E,LATIN CAPITAL LETTER U WITH RING ABOVE,Uring,mixed,other,\r{U},Lu,
U0016F,LATIN SMALL LETTER U WITH RING ABOVE,uring,mixed,other,\r{u},Ll,
U00170,LATIN CAPITAL LETTER U WITH DOUBLE ACUTE,Udblac,mixed,other,\H{U},Lu,
U00171,LATIN SMALL LETTER U WITH DOUBLE ACUTE,udblac,mixed,other,\H{u},Ll,
U00172,LATIN CAPITAL LETTER U WITH OGONEK,Uogon,mixed,other,\k{U},Lu,
U00173,LATIN SMALL LETTER U WITH OGONEK,uogon,text,other,\k{u},Ll,
U00174,LATIN CAPITAL LETTER W WITH CIRCUMFLEX,Wcirc,mixed,other,\^{W},Lu,
U00175,LATIN SMALL LETTER W WITH CIRCUMFLEX,wcirc,mixed,other,\^{w},Ll,
U00176,LATIN CAPITAL LETTER Y WITH CIRCUMFLEX,Ycirc,mixed,other,\^{Y},Lu,
U00177,LATIN SMALL LETTER Y WITH CIRCUMFLEX,ycirc,mixed,other,\^{y},Ll,
U00178,LATIN CAPITAL LETTER Y WITH DIAERESIS,Yuml,mixed,other,"\""{Y}",Lu,
U00179,LATIN CAPITAL LETTER Z WITH ACUTE,Zacute,mixed,other,\'{Z},Lu,
U0017A,LATIN SMALL LETTER Z WITH ACUTE,zacute,mixed,other,\'{z},Ll,
U0017B,LATIN CAPITAL LETTER Z WITH DOT ABOVE,Zdot,mixed,other,\.{Z},Lu,
U0017C,LATIN SMALL LETTER Z WITH DOT ABOVE,zdot,mixed,other,\.{z},Ll,
U0017D,LATIN CAPITAL LETTER Z WITH CARON,Zcaron,mixed,other,\v{Z},Lu,
U0017E,LATIN SMALL LETTER Z WITH CARON,zcaron,mixed,other,\v{z},Ll,
U0017F,LATIN SMALL LETTER LONG S, ,unknown,other, ,Ll,
U00180,LATIN SMALL LETTER B WITH STROKE, ,unknown,other, ,Ll,
U00181,LATIN CAPITAL LETTER B WITH HOOK, ,unknown,other, ,Lu,
U00182,LATIN CAPITAL LETTER B WITH TOPBAR, ,unknown,other, ,Lu,
U00183,LATIN SMALL LETTER B WITH TOPBAR, ,unknown,other, ,Ll,
U00184,LATIN CAPITAL LETTER TONE SIX, ,unknown,other, ,Lu,
U00185,LATIN SMALL LETTER TONE SIX, ,unknown,other, ,Ll,
U00186,LATIN CAPITAL LETTER OPEN O, ,unknown,other, ,Lu,
U00187,LATIN CAPITAL LETTER C WITH HOOK, ,unknown,other, ,Lu,
U00188,LATIN SMALL LETTER C WITH HOOK, ,unknown,other, ,Ll,
U00189,LATIN CAPITAL LETTER AFRICAN D, ,unknown,other, ,Lu,
U0018A,LATIN CAPITAL LETTER D WITH HOOK, ,unknown,other, ,Lu,
U0018B,LATIN CAPITAL LETTER D WITH TOPBAR, ,unknown,other, ,Lu,
U0018C,LATIN SMALL LETTER D WITH TOPBAR, ,unknown,other, ,Ll,
U0018D,LATIN SMALL LETTER TURNED DELTA, ,unknown,other, ,Ll,
U0018E,LATIN CAPITAL LETTER REVERSED E, ,unknown,other, ,Lu,
U0018F,LATIN CAPITAL LETTER SCHWA, ,unknown,other, ,Lu,
U00190,LATIN CAPITAL LETTER OPEN E, ,unknown,other, ,Lu,
U00191,LATIN CAPITAL LETTER F WITH HOOK, ,unknown,other, ,Lu,
U00192,LATIN SMALL LETTER F WITH HOOK,fnof,math,normal,f,Ll,
U00193,LATIN CAPITAL LETTER G WITH HOOK, ,unknown,other, ,Lu,
U00194,LATIN CAPITAL LETTER GAMMA, ,unknown,other, ,Lu,
U00195,LATIN SMALL LETTER HV, ,text,other,\texthvlig,Ll,
U00196,LATIN CAPITAL LETTER IOTA, ,unknown,other, ,Lu,
U00197,LATIN CAPITAL LETTER I WITH STROKE, ,unknown,other, ,Lu,
U00198,LATIN CAPITAL LETTER K WITH HOOK, ,unknown,other, ,Lu,
U00199,LATIN SMALL LETTER K WITH HOOK, ,unknown,other, ,Ll,
U0019A,LATIN SMALL LETTER L WITH BAR, ,unknown,other, ,Ll,
U0019B,LATIN SMALL LETTER LAMBDA WITH STROKE, ,unknown,other, ,Ll,
U0019C,LATIN CAPITAL LETTER TURNED M, ,unknown,other, ,Lu,
U0019D,LATIN CAPITAL LETTER N WITH LEFT HOOK, ,unknown,other, ,Lu,
U0019E,LATIN SMALL LETTER N WITH LONG RIGHT LEG, ,text,other,\textnrleg,Ll,
U0019F,LATIN CAPITAL LETTER O WITH MIDDLE TILDE, ,unknown,other, ,Lu,
U001A0,LATIN CAPITAL LETTER O WITH HORN, ,unknown,other, ,Lu,
U001A1,LATIN SMALL LETTER O WITH HORN, ,unknown,other, ,Ll,
U001A2,LATIN CAPITAL LETTER OI, ,unknown,other, ,Lu,
U001A3,LATIN SMALL LETTER OI, ,unknown,other, ,Ll,
U001A4,LATIN CAPITAL LETTER P WITH HOOK, ,unknown,other, ,Lu,
U001A5,LATIN SMALL LETTER P WITH HOOK, ,unknown,other, ,Ll,
U001A6,LATIN LETTER YR, ,unknown,other, ,Lu,
U001A7,LATIN CAPITAL LETTER TONE TWO, ,unknown,other, ,Lu,
U001A8,LATIN SMALL LETTER TONE TWO, ,unknown,other, ,Ll,
U001A9,LATIN CAPITAL LETTER ESH, ,unknown,other, ,Lu,
U001AA,LATIN LETTER REVERSED ESH LOOP, ,math,other,\eth,Ll,
U001AB,LATIN SMALL LETTER T WITH PALATAL HOOK, ,unknown,other, ,Ll,
U001AC,LATIN CAPITAL LETTER T WITH HOOK, ,unknown,other, ,Lu,
U001AD,LATIN SMALL LETTER T WITH HOOK, ,unknown,other, ,Ll,
U001AE,LATIN CAPITAL LETTER T WITH RETROFLEX HOOK, ,unknown,other, ,Lu,
U001AF,LATIN CAPITAL LETTER U WITH HORN, ,unknown,other, ,Lu,
U001B0,LATIN SMALL LETTER U WITH HORN, ,unknown,other, ,Ll,
U001B1,LATIN CAPITAL LETTER UPSILON, ,unknown,other, ,Lu,
U001B2,LATIN CAPITAL LETTER V WITH HOOK, ,unknown,other, ,Lu,
U001B3,LATIN CAPITAL LETTER Y WITH HOOK, ,unknown,other, ,Lu,
U001B4,LATIN SMALL LETTER Y WITH HOOK, ,unknown,other, ,Ll,
U001B5,LATIN CAPITAL LETTER Z WITH STROKE,imped,unknown,other, ,Lu,
U001B6,LATIN SMALL LETTER Z WITH STROKE, ,unknown,other, ,Ll,
U001B7,LATIN CAPITAL LETTER EZH, ,unknown,other, ,Lu,
U001B8,LATIN CAPITAL LETTER EZH REVERSED, ,unknown,other, ,Lu,
U001B9,LATIN SMALL LETTER EZH REVERSED, ,unknown,other, ,Ll,
U001BA,LATIN SMALL LETTER EZH WITH TAIL, ,unknown,other,{\fontencoding{LELA}\selectfont\char195},Ll,
U001BB,LATIN LETTER TWO WITH STROKE, ,unknown,other, ,Lo,
U001BC,LATIN CAPITAL LETTER TONE FIVE, ,unknown,other, ,Lu,
U001BD,LATIN SMALL LETTER TONE FIVE, ,unknown,other, ,Ll,
U001BE,LATIN LETTER INVERTED GLOTTAL STOP WITH STROKE, ,unknown,other, ,Ll,
U001BF,LATIN LETTER WYNN, ,unknown,other, ,Ll,
U001C0,LATIN LETTER DENTAL CLICK, ,unknown,other, ,Lo,
U001C1,LATIN LETTER LATERAL CLICK, ,unknown,other, ,Lo,
U001C2,LATIN LETTER ALVEOLAR CLICK, ,text,other,\textdoublepipe,Lo,
U001C3,LATIN LETTER RETROFLEX CLICK, ,unknown,other, ,Lo,
U001C4,LATIN CAPITAL LETTER DZ WITH CARON, ,unknown,other, ,Lu,
U001C5,LATIN CAPITAL LETTER D WITH SMALL LETTER Z WITH CARON, ,unknown,other, ,Lt,
U001C6,LATIN SMALL LETTER DZ WITH CARON, ,unknown,other, ,Ll,
U001C7,LATIN CAPITAL LETTER LJ, ,unknown,other, ,Lu,
U001C8,LATIN CAPITAL LETTER L WITH SMALL LETTER J, ,unknown,other, ,Lt,
U001C9,LATIN SMALL LETTER LJ, ,unknown,other, ,Ll,
U001CA,LATIN CAPITAL LETTER NJ, ,unknown,other, ,Lu,
U001CB,LATIN CAPITAL LETTER N WITH SMALL LETTER J, ,unknown,other, ,Lt,
U001CC,LATIN SMALL LETTER NJ, ,unknown,other, ,Ll,
U001CD,LATIN CAPITAL LETTER A WITH CARON, ,unknown,other, ,Lu,
U001CE,LATIN SMALL LETTER A WITH CARON, ,unknown,other, ,Ll,
U001CF,LATIN CAPITAL LETTER I WITH CARON, ,unknown,other, ,Lu,
U001D0,LATIN SMALL LETTER I WITH CARON, ,unknown,other, ,Ll,
U001D1,LATIN CAPITAL LETTER O WITH CARON, ,unknown,other, ,Lu,
U001D2,LATIN SMALL LETTER O WITH CARON, ,unknown,other, ,Ll,
U001D3,LATIN CAPITAL LETTER U WITH CARON, ,unknown,other, ,Lu,
U001D4,LATIN SMALL LETTER U WITH CARON, ,unknown,other, ,Ll,
U001D5,LATIN CAPITAL LETTER U WITH DIAERESIS AND MACRON, ,unknown,other, ,Lu,
U001D6,LATIN SMALL LETTER U WITH DIAERESIS AND MACRON, ,unknown,other, ,Ll,
U001D7,LATIN CAPITAL LETTER U WITH DIAERESIS AND ACUTE, ,unknown,other, ,Lu,
U001D8,LATIN SMALL LETTER U WITH DIAERESIS AND ACUTE, ,unknown,other, ,Ll,
U001D9,LATIN CAPITAL LETTER U WITH DIAERESIS AND CARON, ,unknown,other, ,Lu,
U001DA,LATIN SMALL LETTER U WITH DIAERESIS AND CARON, ,unknown,other, ,Ll,
U001DB,LATIN CAPITAL LETTER U WITH DIAERESIS AND GRAVE, ,unknown,other, ,Lu,
U001DC,LATIN SMALL LETTER U WITH DIAERESIS AND GRAVE, ,unknown,other, ,Ll,
U001DD,LATIN SMALL LETTER TURNED E, ,unknown,other, ,Ll,
U001DE,LATIN CAPITAL LETTER A WITH DIAERESIS AND MACRON, ,unknown,other, ,Lu,
U001DF,LATIN SMALL LETTER A WITH DIAERESIS AND MACRON, ,unknown,other, ,Ll,
U001E0,LATIN CAPITAL LETTER A WITH DOT ABOVE AND MACRON, ,unknown,other, ,Lu,
U001E1,LATIN SMALL LETTER A WITH DOT ABOVE AND MACRON, ,unknown,other, ,Ll,
U001E2,LATIN CAPITAL LETTER AE WITH MACRON, ,unknown,other, ,Lu,
U001E3,LATIN SMALL LETTER AE WITH MACRON, ,unknown,other, ,Ll,
U001E4,LATIN CAPITAL LETTER G WITH STROKE, ,unknown,other, ,Lu,
U001E5,LATIN SMALL LETTER G WITH STROKE, ,unknown,other, ,Ll,
U001E6,LATIN CAPITAL LETTER G WITH CARON, ,unknown,other, ,Lu,
U001E7,LATIN SMALL LETTER G WITH CARON, ,unknown,other, ,Ll,
U001E8,LATIN CAPITAL LETTER K WITH CARON, ,unknown,other, ,Lu,
U001E9,LATIN SMALL LETTER K WITH CARON, ,unknown,other, ,Ll,
U001EA,LATIN CAPITAL LETTER O WITH OGONEK, ,unknown,other, ,Lu,
U001EB,LATIN SMALL LETTER O WITH OGONEK, ,unknown,other, ,Ll,
U001EC,LATIN CAPITAL LETTER O WITH OGONEK AND MACRON, ,unknown,other, ,Lu,
U001ED,LATIN SMALL LETTER O WITH OGONEK AND MACRON, ,unknown,other, ,Ll,
U001EE,LATIN CAPITAL LETTER EZH WITH CARON, ,unknown,other, ,Lu,
U001EF,LATIN SMALL LETTER EZH WITH CARON, ,unknown,other, ,Ll,
U001F0,LATIN SMALL LETTER J WITH CARON, ,unknown,other, ,Ll,
U001F1,LATIN CAPITAL LETTER DZ, ,unknown,other, ,Lu,
U001F2,LATIN CAPITAL LETTER D WITH SMALL LETTER Z, ,unknown,other, ,Lt,
U001F3,LATIN SMALL LETTER DZ, ,unknown,other, ,Ll,
U001F4,LATIN CAPITAL LETTER G WITH ACUTE, ,unknown,other, ,Lu,
U001F5,LATIN SMALL LETTER G WITH ACUTE,gacute,mixed,other,\'{g},Ll,
U001F6,LATIN CAPITAL LETTER HWAIR, ,unknown,other, ,Lu,
U001F7,LATIN CAPITAL LETTER WYNN, ,unknown,other, ,Lu,
U001F8,LATIN CAPITAL LETTER N WITH GRAVE, ,unknown,other, ,Lu,
U001F9,LATIN SMALL LETTER N WITH GRAVE, ,unknown,other, ,Ll,
U001FA,LATIN CAPITAL LETTER A WITH RING ABOVE AND ACUTE, ,unknown,other, ,Lu,
U001FB,LATIN SMALL LETTER A WITH RING ABOVE AND ACUTE, ,unknown,other, ,Ll,
U001FC,LATIN CAPITAL LETTER AE WITH ACUTE, ,unknown,other, ,Lu,
U001FD,LATIN SMALL LETTER AE WITH ACUTE, ,unknown,other, ,Ll,
U001FE,LATIN CAPITAL LETTER O WITH STROKE AND ACUTE, ,unknown,other, ,Lu,
U001FF,LATIN SMALL LETTER O WITH STROKE AND ACUTE, ,unknown,other, ,Ll,
U00200,LATIN CAPITAL LETTER A WITH DOUBLE GRAVE, ,unknown,other, ,Lu,
U00201,LATIN SMALL LETTER A WITH DOUBLE GRAVE, ,unknown,other, ,Ll,
U00202,LATIN CAPITAL LETTER A WITH INVERTED BREVE, ,unknown,other, ,Lu,
U00203,LATIN SMALL LETTER A WITH INVERTED BREVE, ,unknown,other, ,Ll,
U00204,LATIN CAPITAL LETTER E WITH DOUBLE GRAVE, ,unknown,other, ,Lu,
U00205,LATIN SMALL LETTER E WITH DOUBLE GRAVE, ,unknown,other, ,Ll,
U00206,LATIN CAPITAL LETTER E WITH INVERTED BREVE, ,unknown,other, ,Lu,
U00207,LATIN SMALL LETTER E WITH INVERTED BREVE, ,unknown,other, ,Ll,
U00208,LATIN CAPITAL LETTER I WITH DOUBLE GRAVE, ,unknown,other, ,Lu,
U00209,LATIN SMALL LETTER I WITH DOUBLE GRAVE, ,unknown,other, ,Ll,
U0020A,LATIN CAPITAL LETTER I WITH INVERTED BREVE, ,unknown,other, ,Lu,
U0020B,LATIN SMALL LETTER I WITH INVERTED BREVE, ,unknown,other, ,Ll,
U0020C,LATIN CAPITAL LETTER O WITH DOUBLE GRAVE, ,unknown,other, ,Lu,
U0020D,LATIN SMALL LETTER O WITH DOUBLE GRAVE, ,unknown,other, ,Ll,
U0020E,LATIN CAPITAL LETTER O WITH INVERTED BREVE, ,unknown,other, ,Lu,
U0020F,LATIN SMALL LETTER O WITH INVERTED BREVE, ,unknown,other, ,Ll,
U00210,LATIN CAPITAL LETTER R WITH DOUBLE GRAVE, ,unknown,other, ,Lu,
U00211,LATIN SMALL LETTER R WITH DOUBLE GRAVE, ,unknown,other, ,Ll,
U00212,LATIN CAPITAL LETTER R WITH INVERTED BREVE, ,unknown,other, ,Lu,
U00213,LATIN SMALL LETTER R WITH INVERTED BREVE, ,unknown,other, ,Ll,
U00214,LATIN CAPITAL LETTER U WITH DOUBLE GRAVE, ,unknown,other, ,Lu,
U00215,LATIN SMALL LETTER U WITH DOUBLE GRAVE, ,unknown,other, ,Ll,
U00216,LATIN CAPITAL LETTER U WITH INVERTED BREVE, ,unknown,other, ,Lu,
U00217,LATIN SMALL LETTER U WITH INVERTED BREVE, ,unknown,other, ,Ll,
U00218,LATIN CAPITAL LETTER S WITH COMMA BELOW, ,unknown,other, ,Lu,
U00219,LATIN SMALL LETTER S WITH COMMA BELOW, ,unknown,other, ,Ll,
U0021A,LATIN CAPITAL LETTER T WITH COMMA BELOW, ,unknown,other, ,Lu,
U0021B,LATIN SMALL LETTER T WITH COMMA BELOW, ,unknown,other, ,Ll,
U0021C,LATIN CAPITAL LETTER YOGH, ,unknown,other, ,Lu,
U0021D,LATIN SMALL LETTER YOGH, ,unknown,other, ,Ll,
U0021E,LATIN CAPITAL LETTER H WITH CARON, ,unknown,other, ,Lu,
U0021F,LATIN SMALL LETTER H WITH CARON, ,unknown,other, ,Ll,
U00220,LATIN CAPITAL LETTER N WITH LONG RIGHT LEG, ,unknown,other, ,Lu,
U00221,LATIN SMALL LETTER D WITH CURL, , , , ,Ll,
U00222,LATIN CAPITAL LETTER OU, ,unknown,other, ,Lu,
U00223,LATIN SMALL LETTER OU, ,unknown,other, ,Ll,
U00224,LATIN CAPITAL LETTER Z WITH HOOK, ,unknown,other, ,Lu,
U00225,LATIN SMALL LETTER Z WITH HOOK, ,unknown,other, ,Ll,
U00226,LATIN CAPITAL LETTER A WITH DOT ABOVE, ,unknown,other, ,Lu,
U00227,LATIN SMALL LETTER A WITH DOT ABOVE, ,unknown,other, ,Ll,
U00228,LATIN CAPITAL LETTER E WITH CEDILLA, ,unknown,other, ,Lu,
U00229,LATIN SMALL LETTER E WITH CEDILLA, ,unknown,other, ,Ll,
U0022A,LATIN CAPITAL LETTER O WITH DIAERESIS AND MACRON, ,unknown,other, ,Lu,
U0022B,LATIN SMALL LETTER O WITH DIAERESIS AND MACRON, ,unknown,other, ,Ll,
U0022C,LATIN CAPITAL LETTER O WITH TILDE AND MACRON, ,unknown,other, ,Lu,
U0022D,LATIN SMALL LETTER O WITH TILDE AND MACRON, ,unknown,other, ,Ll,
U0022E,LATIN CAPITAL LETTER O WITH DOT ABOVE, ,unknown,other, ,Lu,
U0022F,LATIN SMALL LETTER O WITH DOT ABOVE, ,unknown,other, ,Ll,
U00230,LATIN CAPITAL LETTER O WITH DOT ABOVE AND MACRON, ,unknown,other, ,Lu,
U00231,LATIN SMALL LETTER O WITH DOT ABOVE AND MACRON, ,unknown,other, ,Ll,
U00232,LATIN CAPITAL LETTER Y WITH MACRON, ,unknown,other, ,Lu,
U00233,LATIN SMALL LETTER Y WITH MACRON, ,unknown,other, ,Ll,
U00234,LATIN SMALL LETTER L WITH CURL, , , , ,Ll,
U00235,LATIN SMALL LETTER N WITH CURL, , , , ,Ll,
U00236,LATIN SMALL LETTER T WITH CURL, , , , ,Ll,
U00237,LATIN SMALL LETTER DOTLESS J,jnodot jmath, , , ,Ll,
U00238,LATIN SMALL LETTER DB DIGRAPH, , , , ,Ll,
U00239,LATIN SMALL LETTER QP DIGRAPH, , , , ,Ll,
U0023A,LATIN CAPITAL LETTER A WITH STROKE, , , , ,Lu,
U0023B,LATIN CAPITAL LETTER C WITH STROKE, , , , ,Lu,
U0023C,LATIN SMALL LETTER C WITH STROKE, , , , ,Ll,
U0023D,LATIN CAPITAL LETTER L WITH BAR, , , , ,Lu,
U0023E,LATIN CAPITAL LETTER T WITH DIAGONAL STROKE, , , , ,Lu,
U0023F,LATIN SMALL LETTER S WITH SWASH TAIL, , , , ,Ll,
U00240,LATIN SMALL LETTER Z WITH SWASH TAIL, , , , ,Ll,
U00241,LATIN CAPITAL LETTER GLOTTAL STOP, , , , ,Lu,
